architectural_archetype,stories,soil_class,seismic_zone,Story,Direction,Wall,L [cm],xi [cm],D+0.25L,Story Area,Nail spacing [cm],Number sheathing panels,Number end studs,Total number studs,Tx(s),Ty(s)
P,5,A,1,1,X,9.3,224,1094,158141.29877544625,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,9.4,544,1670,158141.29877544625,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,10.1,149,886,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,10.2,149,1057,158141.29877544625,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,11.1,270,438.99999999999994,158141.29877544625,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,1,X,11.2,270,1503,158141.29877544625,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,B.1,284,173,158141.29877544625,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,B.2,276,173,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,B.3,422,173,158141.29877544625,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,B.4,276,173,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,B.5,284,173,158141.29877544625,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,C.1,287,533,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,C.2,200,533,158141.29877544625,4918759.585999998,15,1,1,10,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,C.3,200,533,158141.29877544625,4918759.585999998,15,1,1,10,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,C.4,287,533,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,D.1,799,645,158141.29877544625,4918759.585999998,15,1,1,28,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,D.2,799,645,158141.29877544625,4918759.585999998,15,1,1,28,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,E.1,722,765,158141.29877544625,4918759.585999998,15,1,1,26,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,F.1,777,971.0000000000001,158141.29877544625,4918759.585999998,15,1,1,28,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,F.2,777,971.0000000000001,158141.29877544625,4918759.585999998,15,1,1,28,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,G.1,722,1177,158141.29877544625,4918759.585999998,15,1,1,26,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,H.1,799,1297,158141.29877544625,4918759.585999998,15,1,1,28,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,H.2,799,1297,158141.29877544625,4918759.585999998,15,1,1,28,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,I.1,287,1409,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,I.2,200,1409,158141.29877544625,4918759.585999998,15,1,1,10,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,I.3,200,1409,158141.29877544625,4918759.585999998,15,1,1,10,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,I.4,287,1409,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,J.1,284,1769.0000000000002,158141.29877544625,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,J.2,276,1769.0000000000002,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,J.3,422,1769.0000000000002,158141.29877544625,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,J.4,276,1769.0000000000002,158141.29877544625,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,1,Y,J.5,284,1769.0000000000002,158141.29877544625,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,1.1,270,438.99999999999994,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,1.2,270,1503,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,2.1,149,886,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,2.2,149,1057,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,3.1,544,272,157864.49785104624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,3.2,224,848,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,3.3,224,1094,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,3.4,544,1670,157864.49785104624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,4.1,162,81,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,4.2,338,353,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,4.3,470,971.0000000000001,157864.49785104624,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,4.4,338,1589,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,4.5,162,1861,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,5.1,152,695,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,5.2,152,1247,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,6.1,570,469.00000000000006,157864.49785104624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,6.2,570,1473,157864.49785104624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,7.1,152,689,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,7.2,152,1243,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,8.1,162,81,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,8.2,338,353,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,8.3,470,971.0000000000001,157864.49785104624,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,8.4,338,1589,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,8.5,162,1861,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,9.1,544,272,157864.49785104624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,9.2,224,848,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,9.3,224,1094,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,9.4,544,1670,157864.49785104624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,10.1,149,886,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,10.2,149,1057,157864.49785104624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,11.1,270,438.99999999999994,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,X,11.2,270,1503,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,B.1,284,173,157864.49785104624,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,B.2,276,173,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,B.3,422,173,157864.49785104624,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,B.4,276,173,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,B.5,284,173,157864.49785104624,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,C.1,287,533,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,C.2,200,533,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,C.3,200,533,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,C.4,287,533,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,D.1,799,645,157864.49785104624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,D.2,799,645,157864.49785104624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,E.1,722,765,157864.49785104624,4918759.585999998,15,1,1,20,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,F.1,777,971.0000000000001,157864.49785104624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,F.2,777,971.0000000000001,157864.49785104624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,G.1,722,1177,157864.49785104624,4918759.585999998,15,1,1,20,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,H.1,799,1297,157864.49785104624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,H.2,799,1297,157864.49785104624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,I.1,287,1409,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,I.2,200,1409,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,I.3,200,1409,157864.49785104624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,I.4,287,1409,157864.49785104624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,J.1,284,1769.0000000000002,157864.49785104624,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,J.2,276,1769.0000000000002,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,J.3,422,1769.0000000000002,157864.49785104624,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,J.4,276,1769.0000000000002,157864.49785104624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,2,Y,J.5,284,1769.0000000000002,157864.49785104624,4918759.585999998,15,1,2,18,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,1.1,270,438.99999999999994,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,1.2,270,1503,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,2.1,149,886,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,2.2,149,1057,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,3.1,544,272,157736.74357824624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,3.2,224,848,157736.74357824624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,3.3,224,1094,157736.74357824624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,3.4,544,1670,157736.74357824624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,4.1,162,81,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,4.2,338,353,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,4.3,470,971.0000000000001,157736.74357824624,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,4.4,338,1589,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,4.5,162,1861,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,5.1,152,695,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,5.2,152,1247,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,6.1,570,469.00000000000006,157736.74357824624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,6.2,570,1473,157736.74357824624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,7.1,152,689,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,7.2,152,1243,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,8.1,162,81,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,8.2,338,353,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,8.3,470,971.0000000000001,157736.74357824624,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,8.4,338,1589,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,8.5,162,1861,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,9.1,544,272,157736.74357824624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,9.2,224,848,157736.74357824624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,9.3,224,1094,157736.74357824624,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,9.4,544,1670,157736.74357824624,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,10.1,149,886,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,10.2,149,1057,157736.74357824624,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,11.1,270,438.99999999999994,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,X,11.2,270,1503,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,B.1,284,173,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,B.2,276,173,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,B.3,422,173,157736.74357824624,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,B.4,276,173,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,B.5,284,173,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,C.1,287,533,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,C.2,200,533,157736.74357824624,4918759.585999998,15,1,1,7,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,C.3,200,533,157736.74357824624,4918759.585999998,15,1,1,7,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,C.4,287,533,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,D.1,799,645,157736.74357824624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,D.2,799,645,157736.74357824624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,E.1,722,765,157736.74357824624,4918759.585999998,15,1,1,20,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,F.1,777,971.0000000000001,157736.74357824624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,F.2,777,971.0000000000001,157736.74357824624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,G.1,722,1177,157736.74357824624,4918759.585999998,15,1,1,20,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,H.1,799,1297,157736.74357824624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,H.2,799,1297,157736.74357824624,4918759.585999998,15,1,1,22,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,I.1,287,1409,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,I.2,200,1409,157736.74357824624,4918759.585999998,15,1,1,7,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,I.3,200,1409,157736.74357824624,4918759.585999998,15,1,1,7,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,I.4,287,1409,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,J.1,284,1769.0000000000002,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,J.2,276,1769.0000000000002,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,J.3,422,1769.0000000000002,157736.74357824624,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,J.4,276,1769.0000000000002,157736.74357824624,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,3,Y,J.5,284,1769.0000000000002,157736.74357824624,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,1.1,270,438.99999999999994,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,1.2,270,1503,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,2.1,149,886,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,2.2,149,1057,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,3.1,544,272,157715.45119944622,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,3.2,224,848,157715.45119944622,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,3.3,224,1094,157715.45119944622,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,3.4,544,1670,157715.45119944622,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,4.1,162,81,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,4.2,338,353,157715.45119944622,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,4.3,470,971.0000000000001,157715.45119944622,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,4.4,338,1589,157715.45119944622,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,4.5,162,1861,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,5.1,152,695,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,5.2,152,1247,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,6.1,570,469.00000000000006,157715.45119944622,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,6.2,570,1473,157715.45119944622,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,7.1,152,689,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,7.2,152,1243,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,8.1,162,81,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,8.2,338,353,157715.45119944622,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,8.3,470,971.0000000000001,157715.45119944622,4918759.585999998,15,1,1,14,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,8.4,338,1589,157715.45119944622,4918759.585999998,15,1,1,11,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,8.5,162,1861,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,9.1,544,272,157715.45119944622,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,9.2,224,848,157715.45119944622,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,9.3,224,1094,157715.45119944622,4918759.585999998,15,1,1,8,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,9.4,544,1670,157715.45119944622,4918759.585999998,15,1,1,16,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,10.1,149,886,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,10.2,149,1057,157715.45119944622,4918759.585999998,15,1,1,6,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,11.1,270,438.99999999999994,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,11.2,270,1503,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,B.1,284,173,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,B.2,276,173,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,B.3,422,173,157715.45119944622,4918759.585999998,15,1,1,13,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,B.4,276,173,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,B.5,284,173,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,C.1,287,533,157715.45119944622,4918759.585999998,15,1,1,9,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,C.2,200,533,157715.45119944622,4918759.585999998,15,1,1,7,0.9419766420850841,0.8308156717950639
P,5,A,1,4,Y,C.3,200,533,157715.45119944622,4918759.585999998,15,1,1,7,0.9419766420850841,0.8308156717950639
